document_id,file_name,char_count,liability_clause_count,termination_clause_count,indemnification_count,financial_entity_count,percentage_entity_count,liability_clause_density_per_10k,termination_clause_density_per_10k,indemnification_density_per_10k
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT,MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.txt,13995,0,3,0,1,0,0.0,2.1436227224008575,0.0
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT,MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT.txt,49915,0,10,0,0,1,0.0,2.0034057898427324,0.0
"MetLife, Inc. - Remarketing Agreement","MetLife, Inc. - Remarketing Agreement.txt",111249,0,4,3,9,5,0.0,0.35955379374196617,0.2696653453064747
"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT","MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT.txt",57646,0,15,3,11,5,0.0,2.6020886097907923,0.5204177219581584
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,16153,0,10,3,0,0,0.0,6.190800470500836,1.8572401411502508
MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement,MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement.txt,8321,0,3,0,0,0,0.0,3.6053358971277487,0.0
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT.txt,249359,0,54,4,14,19,0.0,2.165552476549874,0.1604112945592499
MSCIINC_02_28_2008-EX-10.10-,MSCIINC_02_28_2008-EX-10.10-.txt,11770,0,0,0,0,1,0.0,0.0,0.0
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT,N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.txt,49518,2,4,0,0,1,0.403893533664526,0.807787067329052,0.0
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,48612,1,8,6,1,1,0.20571052415041552,1.6456841932033242,1.2342631449024932
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT,NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT.txt,1081,0,0,0,0,0,0.0,0.0,0.0
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,21994,0,6,0,7,5,0.0,2.7280167318359556,0.0
"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR","NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR.txt",8113,0,0,0,0,0,0.0,0.0,0.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT","NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",41501,1,11,1,0,0,0.24095804920363367,2.6505385412399702,0.24095804920363367
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,148163,0,36,12,5,28,0.0,2.429756416919204,0.8099188056397346
NUVEEN - REMARKETING AGREEMENT,NUVEEN - REMARKETING AGREEMENT.txt,70631,0,13,4,0,0,0.0,1.840551599156178,0.5663235689711317
NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT.txt,6840,0,4,0,0,0,0.0,5.847953216374269,0.0
"OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement","OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement.txt",20133,0,9,2,0,0,0.0,4.470272686633884,0.9933939303630854
"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT","OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.txt",58860,4,18,0,36,9,0.6795786612300373,3.058103975535168,0.0
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT","ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT.txt",61392,0,7,4,6,0,0.0,1.1402137086265312,0.6515506906437321
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT.txt,20983,0,4,1,0,0,0.0,1.9063051041319161,0.47657627603297903
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,18445,0,5,1,1,0,0.0,2.710761724044456,0.5421523448088913
PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content License Agreement,PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content License Agreement.txt,18138,0,7,1,1,1,0.0,3.8593009152056457,0.5513287021722351
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT.txt,4066,0,0,0,1,0,0.0,0.0,0.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ","PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .txt",145168,0,42,4,3,3,0.0,2.8931996032183402,0.27554281935412767
PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement,PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement.txt,14764,0,6,0,0,0,0.0,4.06393931183961,0.0
PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement,PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement.txt,68204,1,34,6,4,5,0.1466189666295232,4.985044865403788,0.8797137997771391
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement,PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,66253,3,15,1,0,0,0.452809684089777,2.2640484204488853,0.15093656136325903
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement1,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement1.txt,16590,0,0,0,11,8,0.0,0.0,0.0
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,32093,0,17,1,0,0,0.0,5.2971052877574545,0.311594428691615
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,52008,1,5,3,1,7,0.19227811105983697,0.9613905552991847,0.5768343331795108
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1.txt,152649,0,51,2,22,18,0.0,3.3409979757482855,0.13101952846071707
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3.txt,6772,0,3,0,0,0,0.0,4.430005906674542,0.0
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,291873,1,81,12,22,16,0.034261476738170364,2.7751796157918,0.4111377208580444
PLAYAHOTELS_RESORTSNV_03_14_2017-EX-10.22-STRATEGIC ALLIANCE AGREEMENT (Hyatt Ziva Cancun),PLAYAHOTELS_RESORTSNV_03_14_2017-EX-10.22-STRATEGIC ALLIANCE AGREEMENT (Hyatt Ziva Cancun).txt,22259,0,1,0,4,0,0.0,0.44925648052473155,0.0
PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement,PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.txt,6320,0,4,0,0,0,0.0,6.329113924050633,0.0
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,23282,0,0,0,7,4,0.0,0.0,0.0
Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement,Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement.txt,29599,0,8,1,0,3,0.0,2.7027940133112605,0.33784925166390756
RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement,RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement.txt,34461,0,6,2,0,0,0.0,1.741098633237573,0.580366211079191
ReedsInc_20191113_10-Q_EX-10.4_11888303_EX-10.4_Development Agreement,ReedsInc_20191113_10-Q_EX-10.4_11888303_EX-10.4_Development Agreement.txt,28331,1,6,2,0,0,0.3529702446083795,2.1178214676502773,0.705940489216759
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,14979,0,8,0,0,0,0.0,5.3408104679885176,0.0
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement.txt,61710,0,7,5,5,1,0.0,1.1343380327337547,0.8102414519526819
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,112910,0,22,2,76,3,0.0,1.9484545213001507,0.17713222920910457
RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement,RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement.txt,5171,0,0,0,1,0,0.0,0.0,0.0
RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement,RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement.txt,122688,0,23,7,28,33,0.0,1.8746739697443924,0.5705529473135107
RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,645,0,0,0,1,0,0.0,0.0,0.0
RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT,RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT.txt,37103,0,4,0,2,0,0.0,1.0780799396275234,0.0
SalesforcecomInc_20171122_10-Q_EX-10.1_10961535_EX-10.1_Reseller Agreement,SalesforcecomInc_20171122_10-Q_EX-10.1_10961535_EX-10.1_Reseller Agreement.txt,2935,0,0,0,0,0,0.0,0.0,0.0
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,84384,2,26,3,0,2,0.23701175578308684,3.081152825180129,0.35551763367463024
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2.txt,13330,0,2,0,0,0,0.0,1.5003750937734435,0.0
SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT,SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT.txt,9700,0,2,0,0,1,0.0,2.061855670103093,0.0
SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement,SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement.txt,73890,0,19,0,0,5,0.0,2.5713899039112196,0.0
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.txt,20121,0,9,0,0,1,0.0,4.472938720739526,0.0
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement","SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement.txt",8380,0,1,1,0,2,0.0,1.1933174224343677,1.1933174224343677
"SightLife Surgical, Inc. - STRATEGIC SALES _ MARKETING AGREEMENT","SightLife Surgical, Inc. - STRATEGIC SALES _ MARKETING AGREEMENT.txt",23895,0,11,1,10,1,0.0,4.603473530027202,0.41849759363883654
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT.txt,33425,0,24,0,3,2,0.0,7.180254300673148,0.0
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,33577,0,4,0,0,0,0.0,1.1912916579801651,0.0
"Sonos, Inc. - Manufacturing Agreement ","Sonos, Inc. - Manufacturing Agreement .txt",109219,2,19,3,0,2,0.1831183219036981,1.7396240580851317,0.2746774828555471
SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement,SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement.txt,22721,2,7,0,0,2,0.8802429470533868,3.0808503146868533,0.0
SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,27714,2,4,0,0,0,0.7216569242981887,1.4433138485963775,0.0
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT","SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.txt",17710,0,3,0,2,1,0.0,1.693958215697346,0.0
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT,STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.txt,27721,0,8,1,3,3,0.0,2.885898777100393,0.3607373471375491
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,117803,1,10,1,8,43,0.0848874816430821,0.848874816430821,0.0848874816430821
TcPipelinesLp_20160226_10-K_EX-99.12_9454048_EX-99.12_Transportation Agreement,TcPipelinesLp_20160226_10-K_EX-99.12_9454048_EX-99.12_Transportation Agreement.txt,6088,0,2,0,0,0,0.0,3.2851511169513796,0.0
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,94266,0,9,0,1,16,0.0,0.9547450830628222,0.0
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement,ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement.txt,4871,0,0,0,0,1,0.0,0.0,0.0
TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement.txt,32321,1,5,4,0,5,0.30939636768664336,1.5469818384332168,1.2375854707465734
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement.txt,112361,2,27,9,0,9,0.1779977038296206,2.402969001699878,0.8009896672332927
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT.txt",95181,0,23,4,0,10,0.0,2.416448660972253,0.4202519410386527
TUNIUCORP_03_06_2014-EX-10-COOPERATION AGREEMENT,TUNIUCORP_03_06_2014-EX-10-COOPERATION AGREEMENT.txt,17917,0,8,0,0,1,0.0,4.465033208684489,0.0
UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement,UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement.txt,225094,0,50,33,4,30,0.0,2.221294214861347,1.466054181808489
URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT,URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT.txt,37211,0,1,0,2,1,0.0,0.2687377388406654,0.0
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT,USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT.txt,52252,0,10,0,12,4,0.0,1.913802342494067,0.0
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2,UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.txt,26115,0,14,2,2,0,0.0,5.360903695194333,0.7658433850277618
"VAPOTHERM, INC. - Manufacturing and Supply Agreement","VAPOTHERM, INC. - Manufacturing and Supply Agreement.txt",75632,0,18,9,0,2,0.0,2.37994499682674,1.18997249841337
VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.txt,15202,0,10,0,0,1,0.0,6.5780818313379825,0.0
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT","VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT.txt",8257,0,7,1,0,0,0.0,8.47765532275645,1.2110936175366356
VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT,VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT.txt,102006,2,26,11,0,0,0.19606689802560634,2.5488696743328823,1.0783679391408347
VerizonAbsLlc_20200123_8-K_EX-10.4_11952335_EX-10.4_Service Agreement,VerizonAbsLlc_20200123_8-K_EX-10.4_11952335_EX-10.4_Service Agreement.txt,289615,2,83,4,17,53,0.06905719662310308,2.8658736598587784,0.13811439324620617
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT,VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT.txt,57254,2,25,11,8,0,0.34932057148845497,4.366507143605687,1.9212631431865022
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT,VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,78033,1,11,0,2,8,0.1281509105122192,1.409660015634411,0.0
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT","VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT.txt",1194,0,0,0,0,0,0.0,0.0,0.0
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT","VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT.txt",3493,0,0,0,0,0,0.0,0.0,0.0
WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT,WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.txt,29724,0,14,0,3,4,0.0,4.709998654286099,0.0
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT","WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt",40442,0,10,0,2,0,0.0,2.4726769200336283,0.0
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,19257,1,11,1,0,1,0.5192916861401049,5.712208547541153,0.5192916861401049
WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement.txt,37683,0,17,0,0,0,0.0,4.511318101000451,0.0
WESTERN COPPER - NON-COMPETITION AGREEMENT,WESTERN COPPER - NON-COMPETITION AGREEMENT.txt,16402,0,3,0,0,0,0.0,1.8290452383855629,0.0
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT","WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT.txt",70383,2,16,3,0,0,0.2841595271585468,2.2732762172683745,0.4262392907378202
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT.txt,84618,1,23,1,1,2,0.11817816540216029,2.718097804249687,0.11817816540216029
WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT,WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT.txt,65547,0,25,0,0,6,0.0,3.8140570888065053,0.0
"XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT","XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT.txt",5712,0,0,0,0,0,0.0,0.0,0.0
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement","XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",18240,0,10,1,0,0,0.0,5.482456140350877,0.5482456140350878
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.txt,127205,0,15,0,0,0,0.0,1.179198930859636,0.0
"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT","Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT.txt",47001,1,13,0,4,7,0.2127614306078594,2.765898597902172,0.0
